source,category,definition,title,description,required_mods,nodes_using_definition,is_root_node,cost,required_points,required_spent_points,required_skills,required_exclusions,reward_types,attributes,spell_ids,reward_summary
base active,skill_tree_rpgs:class_skills,arcane_tier_4_spell_1_modifier_1,Presence of Mind,"Blink turns your next spell cast instant, within the next {stash_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:arcane_tier_4_spell_1_modifier_1,spell skill_tree_rpgs:arcane_tier_4_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,arcane_tier_4_spell_1_modifier_2,Purge,Blink attempts to remove 2 negative effects from you entirely.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:arcane_tier_4_spell_1_modifier_2,spell skill_tree_rpgs:arcane_tier_4_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,archer_boost,Archer Empowerment,,archers,3,False,1,0,0,1,1,puffish_skills:attribute,ranged_weapon:damage multiply_base 0.01,,attr ranged_weapon:damage multiply_base 0.01
base active,skill_tree_rpgs:class_skills,archer_root,Path of the Archer,,archers,1,True,1,0,0,1,1,puffish_skills:attribute,ranged_weapon:damage multiply_base 0.01,,attr ranged_weapon:damage multiply_base 0.01
base active,skill_tree_rpgs:class_skills,archer_tier_1_passive_1,Rhythm,"Hitting Marked target increasing ranged attack speed by {bonus}, stacking up to {effect_amplifier_cap} times, lasting {effect_duration} sec.",archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_1_passive_1,spell skill_tree_rpgs:archer_tier_1_passive_1
base active,skill_tree_rpgs:class_skills,archer_tier_1_passive_2,Concussive Shot,"Arrows have {trigger_chance} chance, to stun the target for {effect_duration} sec.",archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_1_passive_2,spell skill_tree_rpgs:archer_tier_1_passive_2
base active,skill_tree_rpgs:class_skills,archer_tier_2_passive_1,Momentum,Rolling grants you an additional stack of Rhythm.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_2_passive_1,spell skill_tree_rpgs:archer_tier_2_passive_1
base active,skill_tree_rpgs:class_skills,archer_tier_2_passive_2,Tactical Maneuver,"Rolling has {trigger_chance} chance to increase your roll recharge speed by {bonus}, for {effect_duration} sec.",archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_2_passive_2,spell skill_tree_rpgs:archer_tier_2_passive_2
base active,skill_tree_rpgs:class_skills,archer_tier_2_spell_1_modifier_1,Improved Hunter's Mark,Power Shot applies {stash_amplifier_add} additional Hunter's Mark stack.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_2_spell_1_modifier_1,spell skill_tree_rpgs:archer_tier_2_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,archer_tier_2_spell_1_modifier_2,Nature's Grasp,Entangling Roots has {impact_chance} chance to immobilize the target for {effect_duration} sec.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_2_spell_1_modifier_2,spell skill_tree_rpgs:archer_tier_2_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,archer_tier_3_passive_1,Supercharge,"Arrow hits have {trigger_chance_1} chance to Supercharge your next shot within {stash_duration} sec, taking longer to pull but dealing {bonus} damage with strong knockback.",archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_3_passive_1,spell skill_tree_rpgs:archer_tier_3_passive_1
base active,skill_tree_rpgs:class_skills,archer_tier_3_passive_2,Deflection,"Upon taking damage below {threshold} health you gain Deflection effect, parrying the next {effect_amplifier} incoming melee attack, lasting {effect_duration} sec.",archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_3_passive_2,spell skill_tree_rpgs:archer_tier_3_passive_2
base active,skill_tree_rpgs:class_skills,archer_tier_3_spell_1_modifier_1,Extensive Barrage,Barrage fires {extra_launch} extra arrow.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_3_spell_1_modifier_1,spell skill_tree_rpgs:archer_tier_3_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,archer_tier_3_spell_1_modifier_2,Blood Barrage,Barrage arrow hits heal you by {heal}.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_3_spell_1_modifier_2,spell skill_tree_rpgs:archer_tier_3_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,archer_tier_4_spell_1_modifier_1,Conjured Arrow,Magic Arrow has {trigger_chance} chance to reset its own cooldown.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_4_spell_1_modifier_1,spell skill_tree_rpgs:archer_tier_4_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,archer_tier_4_spell_1_modifier_2,Magic Punch,Magic Arrow deals extra {knockback_multiply_base} knockback.,archers,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:archer_tier_4_spell_1_modifier_2,spell skill_tree_rpgs:archer_tier_4_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,fire_boost,Fire Attunement,,wizards,3,False,1,0,0,1,1,puffish_skills:attribute,spell_power:fire multiply_base 0.01,,attr spell_power:fire multiply_base 0.01
base active,skill_tree_rpgs:class_skills,fire_root,Path of Fire,,wizards,1,True,1,0,0,1,1,puffish_skills:attribute,spell_power:fire multiply_base 0.01,,attr spell_power:fire multiply_base 0.01
base active,skill_tree_rpgs:class_skills,fire_tier_1_passive_1,Scorching Flames,"Fire spell impacts have {trigger_chance} chance to apply Fire Vulnerability. Increasing damage taken from fire spells by {bonus}, stacking up to {effect_amplifier_cap} times, lasting {effect_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_1_passive_1,spell skill_tree_rpgs:fire_tier_1_passive_1
base active,skill_tree_rpgs:class_skills,fire_tier_1_passive_2,Hot Impact,Fire spell impacts have {trigger_chance} chance to stun the target for {effect_duration} sec.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_1_passive_2,spell skill_tree_rpgs:fire_tier_1_passive_2
base active,skill_tree_rpgs:class_skills,fire_tier_2_passive_1,Flame Trap,"Upon rolling, you leave behind a Flame Trap, lasting {cloud_duration} sec, dealing {damage} damage and applying Fire Vulnerability to entering enemies.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_2_passive_1,spell skill_tree_rpgs:fire_tier_2_passive_1
base active,skill_tree_rpgs:class_skills,fire_tier_2_passive_2,Blazing Speed,"Upon rolling, you have {trigger_chance} chance to gain {bonus} movement speed for {effect_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_2_passive_2,spell skill_tree_rpgs:fire_tier_2_passive_2
base active,skill_tree_rpgs:class_skills,fire_tier_2_spell_1_modifier_1,Explosive Breath,"Fire Breath hits have {trigger_chance} chance to explode a target, dealing {damage} damage to nearby enemies.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_2_spell_1_modifier_1,spell skill_tree_rpgs:fire_tier_2_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,fire_tier_2_spell_1_modifier_2,Flame Throwing,Increased the range of Fire Breath by {range_add}.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_2_spell_1_modifier_2,spell skill_tree_rpgs:fire_tier_2_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,fire_tier_3_passive_1,Eruption,"Taking damage has {trigger_chance} chance to cause a strong explosion, dealing {damage} damage to nearby enemies.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_3_passive_1,spell skill_tree_rpgs:fire_tier_3_passive_1
base active,skill_tree_rpgs:class_skills,fire_tier_3_passive_2,Flame Ward,"Fire spells have {trigger_chance_1} chance, to grant you Flame Ward, absorbing damage and dealing {damage} damage to attackers, lasts {stash_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_3_passive_2,spell skill_tree_rpgs:fire_tier_3_passive_2
base active,skill_tree_rpgs:class_skills,fire_tier_3_spell_1_modifier_1,Meteor Shower,Meteor launches {extra_launch} extra projectile.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_3_spell_1_modifier_1,spell skill_tree_rpgs:fire_tier_3_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,fire_tier_3_spell_1_modifier_2,Meteor Splash,"Meteor impacts leave a fiery area behind, lasting {cloud_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_3_spell_1_modifier_2,spell skill_tree_rpgs:fire_tier_3_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,fire_tier_4_spell_1_modifier_1,Great Wall,Wall of Flames spawns 2 additional columns.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_4_spell_1_modifier_1,spell skill_tree_rpgs:fire_tier_4_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,fire_tier_4_spell_1_modifier_2,Healing Flames,Wall of Flames heals you and allies for {heal}.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:fire_tier_4_spell_1_modifier_2,spell skill_tree_rpgs:fire_tier_4_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,fireball,Fireball,Unlock Fireball,wizards,0,False,1,0,0,1,1,skill_tree_rpgs:spell,,wizards:fireball,spell wizards:fireball
base active,skill_tree_rpgs:class_skills,frost_boost,Frost Attunement,,wizards,3,False,1,0,0,1,1,puffish_skills:attribute,spell_power:frost multiply_base 0.01,,attr spell_power:frost multiply_base 0.01
base active,skill_tree_rpgs:class_skills,frost_root,Path of Frost,,wizards,1,True,1,0,0,1,1,puffish_skills:attribute,spell_power:frost multiply_base 0.01,,attr spell_power:frost multiply_base 0.01
base active,skill_tree_rpgs:class_skills,frost_tier_1_passive_1,Winter's Chill,"Frost spell impacts have {trigger_chance} chance to apply Winter's Chill effect. Increasing damage taken from frost spell critical strikes by {bonus}, stacking up to {effect_amplifier_cap} times, lasting {effect_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_1_passive_1,spell skill_tree_rpgs:frost_tier_1_passive_1
base active,skill_tree_rpgs:class_skills,frost_tier_1_passive_2,Frostbite,"Frost spell impacts have {trigger_chance} chance, to freeze the target for {effect_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_1_passive_2,spell skill_tree_rpgs:frost_tier_1_passive_2
base active,skill_tree_rpgs:class_skills,frost_tier_2_passive_1,Frost Trap,"Upon rolling, you leave behind a Frost Trap, lasting {cloud_duration} sec, applying Freeze effect to entering enemies.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_2_passive_1,spell skill_tree_rpgs:frost_tier_2_passive_1
base active,skill_tree_rpgs:class_skills,frost_tier_2_passive_2,Arctic Reflex,"Upon rolling, you have {trigger_chance_1} chance to instantly cast a spell, within the next {stash_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_2_passive_2,spell skill_tree_rpgs:frost_tier_2_passive_2
base active,skill_tree_rpgs:class_skills,frost_tier_2_spell_1_modifier_1,Frost Splinters,"Frost Nova causes secondary explosions, dealing {damage} damage to nearby enemies.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_2_spell_1_modifier_1,spell skill_tree_rpgs:frost_tier_2_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,frost_tier_2_spell_1_modifier_2,Deep Freeze,Frost Nova applies {effect_amplifier_add} more stack of Freeze effect.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_2_spell_1_modifier_2,spell skill_tree_rpgs:frost_tier_2_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,frost_tier_3_passive_1,Cold Snap,Taking damage has {trigger_chance} chance to reset cooldowns of Frost spells.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_3_passive_1,spell skill_tree_rpgs:frost_tier_3_passive_1
base active,skill_tree_rpgs:class_skills,frost_tier_3_passive_2,Frost Ward,"Frost spells have {trigger_chance_1} chance, to grant you Frost Ward, absorbing damage and slowing attackers, lasts {stash_duration} sec.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_3_passive_2,spell skill_tree_rpgs:frost_tier_3_passive_2
base active,skill_tree_rpgs:class_skills,frost_tier_3_spell_1_modifier_1,Nimble Shield,Allows normal movement speed during the effect of Frost Shield.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_3_spell_1_modifier_1,spell skill_tree_rpgs:frost_tier_3_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,frost_tier_3_spell_1_modifier_2,Durable Shield,Increases the duration of Frost Shield by {effect_duration_add} sec.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_3_spell_1_modifier_2,spell skill_tree_rpgs:frost_tier_3_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,frost_tier_4_spell_1_modifier_1,Hail Storm,Blizzard damage increased by {power_multiplier}.,wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_4_spell_1_modifier_1,spell skill_tree_rpgs:frost_tier_4_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,frost_tier_4_spell_1_modifier_2,Snow Storm,"Blizzard applies Slowness for {effect_duration} sec, stacking up to {effect_amplifier_cap} times.",wizards,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:frost_tier_4_spell_1_modifier_2,spell skill_tree_rpgs:frost_tier_4_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,paladin_boost,Paladin Empowerment,,paladins,3,False,1,0,0,1,1,puffish_skills:attribute,spell_power:healing addition 0.2,,attr spell_power:healing addition 0.2
base active,skill_tree_rpgs:class_skills,paladin_root,Path of the Paladin,,paladins,1,True,1,0,0,1,1,puffish_skills:attribute,spell_power:healing addition 0.2,,attr spell_power:healing addition 0.2
base active,skill_tree_rpgs:class_skills,paladin_tier_1_passive_1,Seal of Righteousness,"Melee attacks have {trigger_chance_1} chance, to deal additional {damage} damage based on Healing Power.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_1_passive_1,spell skill_tree_rpgs:paladin_tier_1_passive_1
base active,skill_tree_rpgs:class_skills,paladin_tier_1_passive_2,Redoubt,"Blocking with shield grants {bonus} armor, stacking up to {effect_amplifier_cap} times, lasting {effect_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_1_passive_2,spell skill_tree_rpgs:paladin_tier_1_passive_2
base active,skill_tree_rpgs:class_skills,paladin_tier_2_passive_1,Crusader Strike,"Upon rolling, you have {trigger_chance_1} chance for your next melee attack to apply Crusader's Mark, increasing damage taken by {bonus}, for {effect_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_2_passive_1,spell skill_tree_rpgs:paladin_tier_2_passive_1
base active,skill_tree_rpgs:class_skills,paladin_tier_2_passive_2,Conviction,"Upon rolling, you have {trigger_chance} chance to reset the cooldown of Flash Heal.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_2_passive_2,spell skill_tree_rpgs:paladin_tier_2_passive_2
base active,skill_tree_rpgs:class_skills,paladin_tier_2_spell_1_modifier_1,Cleanse,"Flash Heal attempts to cure the target, by reducing the strength of a harmful effect.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_2_spell_1_modifier_1,spell skill_tree_rpgs:paladin_tier_2_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,paladin_tier_2_spell_1_modifier_2,Blessed Protection,Divine Protection provides {effect_amplifier_add} extra effect stack.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_2_spell_1_modifier_2,spell skill_tree_rpgs:paladin_tier_2_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,paladin_tier_3_passive_1,Divine Hammer,"Melee attacks throw a hammer at the target, dealing {damage} damage, ricocheting {ricochet} to nearby enemies.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_3_passive_1,spell skill_tree_rpgs:paladin_tier_3_passive_1
base active,skill_tree_rpgs:class_skills,paladin_tier_3_passive_2,Ardent Defender,"Upon taking damage below {threshold} health, your max health is increased by {bonus}, for {effect_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_3_passive_2,spell skill_tree_rpgs:paladin_tier_3_passive_2
base active,skill_tree_rpgs:class_skills,paladin_tier_3_spell_1_modifier_1,Empowered Judgement,Increases the damage of Judgement by {power_multiplier}.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_3_spell_1_modifier_1,spell skill_tree_rpgs:paladin_tier_3_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,paladin_tier_3_spell_1_modifier_2,Judgement of Command,"Judgement taunts enemies hit, forcing them to attack you.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_3_spell_1_modifier_2,spell skill_tree_rpgs:paladin_tier_3_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,paladin_tier_4_spell_1_modifier_1,Persistent Banner,Increases the duration of Battle Banner by {spawn_duration_add} sec.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_4_spell_1_modifier_1,spell skill_tree_rpgs:paladin_tier_4_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,paladin_tier_4_spell_1_modifier_2,Protective Banner,Battle Banner also reduces damage taken by {bonus}.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:paladin_tier_4_spell_1_modifier_2,spell skill_tree_rpgs:paladin_tier_4_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,priest_boost,Holy Attunement,,paladins,3,False,1,0,0,1,1,puffish_skills:attribute,spell_power:healing multiply_base 0.01,,attr spell_power:healing multiply_base 0.01
base active,skill_tree_rpgs:class_skills,priest_root,Path of the Light,,paladins,1,True,1,0,0,1,1,puffish_skills:attribute,spell_power:healing multiply_base 0.01,,attr spell_power:healing multiply_base 0.01
base active,skill_tree_rpgs:class_skills,priest_tier_1_passive_1,Healing Focus,"Healing spells apply Healing Focus effect. Increasing healing received by {bonus}, stacking up to {effect_amplifier_cap} times, lasting {effect_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_1_passive_1,spell skill_tree_rpgs:priest_tier_1_passive_1
base active,skill_tree_rpgs:class_skills,priest_tier_1_passive_2,Incanters' Cadence,"Spell hits have {trigger_chance} chance to increase spell haste by {bonus}, stacking up to {effect_amplifier_cap} times, lasting {effect_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_1_passive_2,spell skill_tree_rpgs:priest_tier_1_passive_2
base active,skill_tree_rpgs:class_skills,priest_tier_2_passive_1,Fade,"Upon rolling, nearby mobs stop attacking you, allowing them to target your allies.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_2_passive_1,spell skill_tree_rpgs:priest_tier_2_passive_1
base active,skill_tree_rpgs:class_skills,priest_tier_2_passive_2,Divine Favor,"Upon rolling, you have {trigger_chance_1} chance to guarantee critical strike for your next spell cast.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_2_passive_2,spell skill_tree_rpgs:priest_tier_2_passive_2
base active,skill_tree_rpgs:class_skills,priest_tier_2_spell_1_modifier_1,Graceful Channeling,Reduces the cooldown of Holy Light by {cooldown_duration_deduct} sec.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_2_spell_1_modifier_1,spell skill_tree_rpgs:priest_tier_2_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,priest_tier_2_spell_1_modifier_2,Searing Light,"Holy Light deals {power_multiplier} more damage, and lights enemies on fire.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_2_spell_1_modifier_2,spell skill_tree_rpgs:priest_tier_2_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,priest_tier_3_passive_1,Pain Suppression,"Healing targets under {threshold} health, grants them Pain Suppression, reducing damage taken by {bonus}, for {effect_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_3_passive_1,spell skill_tree_rpgs:priest_tier_3_passive_1
base active,skill_tree_rpgs:class_skills,priest_tier_3_passive_2,Celestial Orbs,"Spell critical strikes and heals grant you {stash_amplifier} Celestial Orbs. Orbs damage enemies attacking you, dealing {damage} spell damage.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_3_passive_2,spell skill_tree_rpgs:priest_tier_3_passive_2
base active,skill_tree_rpgs:class_skills,priest_tier_3_spell_1_modifier_1,Mass Dispel,Circle of Healing removes {effect_amplifier} negative effect from allies.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_3_spell_1_modifier_1,spell skill_tree_rpgs:priest_tier_3_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,priest_tier_3_spell_1_modifier_2,Consecration,"Circle of Healing leaves a consecrated area behind, dealing {damage} damage to enemies, for {cloud_duration} sec.",paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_3_spell_1_modifier_2,spell skill_tree_rpgs:priest_tier_3_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,priest_tier_4_spell_1_modifier_1,Barrier Recovery,Reduces the cooldown of Barrier by {cooldown_duration_deduct} sec.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_4_spell_1_modifier_1,spell skill_tree_rpgs:priest_tier_4_spell_1_modifier_1
base active,skill_tree_rpgs:class_skills,priest_tier_4_spell_1_modifier_2,Barrier Duration,Increases the duration of Barrier by {spawn_duration_add} sec.,paladins,1,False,1,0,0,1,1,skill_tree_rpgs:spell,,skill_tree_rpgs:priest_tier_4_spell_1_modifier_2,spell skill_tree_rpgs:priest_tier_4_spell_1_modifier_2
base active,skill_tree_rpgs:class_skills,rogue_boost,Rogue Empowerment,,rogues,3,False,1,0,0,1,1,puffish_skills:attribute,minecraft:generic.attack_speed multiply_base 0.01,,attr minecraft:generic.attack_speed multiply_base 0.01
